Date;Freight_Price;Oil_Price;crisis_COVID-19 oil crash;crisis_Dot-com crash;crisis_Global financial crisis;crisis_Inflation and rate hikes;crisis_Oil price collapse;crisis_None;war_Arab Spring;war_Crimea crisis;war_Iraq War;war_Ukraine War;war_None;sanctions_Iran sanctions;sanctions_Russia sanctions;sanctions_None;pandemic_COVID-19;pandemic_None;month;year;quarter;is_year_start;is_year_end;sin_month;cos_month;Freight_Lag1;Freight_Lag2;Oil_Lag1;Oil_Lag2;Freight_SMA_3;Oil_SMA_3;has_crisis;has_war;has_sanctions;has_pandemic
2020-09-01;373.0;42.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;9;2020;3;0;0;-1.0;-1.8369701987210294e-16;485.0;356.0;45.66;43.52;404.6666666666667;43.82666666666666;1;0;1;1
2020-10-01;312.0;37.94;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;10;2020;4;0;0;-0.8660254037844385;0.5;373.0;485.0;42.3;45.66;390.0;41.96666666666666;1;0;1;1
2020-11-01;351.0;47.88;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;11;2020;4;0;0;-0.5000000000000003;0.8660254037844383;312.0;373.0;37.94;42.3;345.3333333333333;42.70666666666667;1;0;1;1
2020-12-01;385.0;51.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;12;2020;4;0;0;-2.4492935982947064e-16;1.0;351.0;312.0;47.88;37.94;349.3333333333333;45.88;1;0;1;1
2021-01-01;511.0;55.04;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1;2021;1;1;0;0.4999999999999999;0.8660254037844386;385.0;351.0;51.82;47.88;415.6666666666667;51.580000000000005;0;0;1;1
2021-02-01;526.0;64.42;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2;2021;1;0;0;0.8660254037844385;0.5000000000000001;511.0;385.0;55.04;51.82;474.0;57.09333333333333;0;0;1;1
2021-03-01;643.0;62.74;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3;2021;1;0;0;1.0;6.123233995736766e-17;526.0;511.0;64.42;55.04;560.0;60.73333333333333;0;0;1;1
2021-04-01;469.0;66.76;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;4;2021;2;0;0;0.8660254037844387;-0.4999999999999997;643.0;526.0;62.74;64.42;546.0;64.64;0;0;1;1
2021-05-01;509.0;68.95;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;5;2021;2;0;0;0.4999999999999999;-0.8660254037844386;469.0;643.0;66.76;62.74;540.3333333333334;66.14999999999999;0;0;1;1
2021-06-01;447.0;74.62;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;2021;2;0;0;1.2246467991473532e-16;-1.0;509.0;469.0;68.95;66.76;475.0;70.11;0;0;1;1
2021-07-01;488.0;75.41;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;2021;3;0;0;-0.4999999999999997;-0.8660254037844387;447.0;509.0;74.62;68.95;481.3333333333333;72.99333333333334;0;0;1;1
2021-08-01;535.0;71.63;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;8;2021;3;0;0;-0.8660254037844383;-0.5000000000000003;488.0;447.0;75.41;74.62;490.0;73.88666666666667;0;0;1;1
2021-09-01;496.0;78.31;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;9;2021;3;0;0;-1.0;-1.8369701987210294e-16;535.0;488.0;71.63;75.41;506.3333333333333;75.11666666666667;0;0;1;1
2021-10-01;568.0;83.72;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;10;2021;4;0;0;-0.8660254037844385;0.5;496.0;535.0;78.31;71.63;533.0;77.88666666666666;0;0;1;1
2021-11-01;636.0;69.23;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;11;2021;4;0;0;-0.5000000000000003;0.8660254037844383;568.0;496.0;83.72;78.31;566.6666666666666;77.08666666666666;0;0;1;1
2021-12-01;788.0;77.35;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;12;2021;4;0;0;-2.4492935982947064e-16;1.0;636.0;568.0;69.23;83.72;664.0;76.76666666666667;0;0;1;1
2022-01-01;560.0;89.26;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1;2022;1;1;0;0.4999999999999999;0.8660254037844386;788.0;636.0;77.35;69.23;661.3333333333334;78.61333333333333;1;0;1;1
2022-02-01;731.0;97.97;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2;2022;1;0;0;0.8660254037844385;0.5000000000000001;560.0;788.0;89.26;77.35;693.0;88.19333333333333;1;1;1;0
2022-03-01;921.0;104.71;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3;2022;1;0;0;1.0;6.123233995736766e-17;731.0;560.0;97.97;89.26;737.3333333333334;97.31333333333332;1;1;1;0
2022-04-01;1255.0;107.14;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4;2022;2;0;0;0.8660254037844387;-0.4999999999999997;921.0;731.0;104.71;97.97;969.0;103.27333333333333;1;1;1;0
2022-05-01;1426.0;115.6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;5;2022;2;0;0;0.4999999999999999;-0.8660254037844386;1255.0;921.0;107.14;104.71;1200.6666666666667;109.15;1;1;1;0
2022-06-01;1566.0;109.03;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6;2022;2;0;0;1.2246467991473532e-16;-1.0;1426.0;1255.0;115.6;107.14;1415.6666666666667;110.59;1;1;1;0
2022-07-01;1363.0;103.97;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7;2022;3;0;0;-0.4999999999999997;-0.8660254037844387;1566.0;1426.0;109.03;115.6;1451.6666666666667;109.53333333333336;1;1;1;0
2022-08-01;1236.0;95.64;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;8;2022;3;0;0;-0.8660254037844383;-0.5000000000000003;1363.0;1566.0;103.97;109.03;1388.3333333333333;102.88;1;1;1;0
2022-09-01;1162.0;85.14;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;9;2022;3;0;0;-1.0;-1.8369701987210294e-16;1236.0;1363.0;95.64;103.97;1253.6666666666667;94.91666666666669;1;1;1;0
2022-10-01;1213.0;92.81;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;10;2022;4;0;0;-0.8660254037844385;0.5;1162.0;1236.0;85.14;95.64;1203.6666666666667;91.19666666666666;1;1;1;0
2022-11-01;1816.0;86.97;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;11;2022;4;0;0;-0.5000000000000003;0.8660254037844383;1213.0;1162.0;92.81;85.14;1397.0;88.30666666666667;1;1;1;0
2022-12-01;2135.0;85.65;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;12;2022;4;0;0;-2.4492935982947064e-16;1.0;1816.0;1213.0;86.97;92.81;1721.3333333333333;88.47666666666667;1;1;1;0
2023-01-01;643.0;85.46;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;2023;1;1;0;0.4999999999999999;0.8660254037844386;2135.0;1816.0;85.65;86.97;1531.3333333333333;86.02666666666669;1;1;1;0
2023-02-01;847.0;83.45;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2;2023;1;0;0;0.8660254037844385;0.5000000000000001;643.0;2135.0;85.46;85.65;1208.3333333333333;84.85333333333334;1;1;1;0
2023-03-01;1248.0;79.89;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3;2023;1;0;0;1.0;6.123233995736766e-17;847.0;643.0;83.45;85.46;912.6666666666666;82.93333333333334;1;1;1;0
2023-04-01;752.0;80.33;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4;2023;2;0;0;0.8660254037844387;-0.4999999999999997;1248.0;847.0;79.89;83.45;949.0;81.22333333333334;1;1;1;0
2023-05-01;674.0;72.6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;5;2023;2;0;0;0.4999999999999999;-0.8660254037844386;752.0;1248.0;80.33;79.89;891.3333333333334;77.60666666666667;1;1;1;0
2023-06-01;620.0;75.41;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6;2023;2;0;0;1.2246467991473532e-16;-1.0;674.0;752.0;72.6;80.33;682.0;76.11333333333333;1;1;1;0
2023-07-01;704.0;85.43;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7;2023;3;0;0;-0.4999999999999997;-0.8660254037844387;620.0;674.0;75.41;72.6;666.0;77.81333333333333;1;1;1;0
2023-08-01;847.0;86.83;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;8;2023;3;0;0;-0.8660254037844383;-0.5000000000000003;704.0;620.0;85.43;75.41;723.6666666666666;82.55666666666666;1;1;1;0
2023-09-01;813.0;92.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;9;2023;3;0;0;-1.0;-1.8369701987210294e-16;847.0;704.0;86.83;85.43;788.0;88.15333333333332;1;1;1;0
2023-10-01;780.0;85.02;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;10;2023;4;0;0;-0.8660254037844385;0.5;813.0;847.0;92.2;86.83;813.3333333333334;88.01666666666665;1;1;1;0
2023-11-01;834.0;80.86;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;11;2023;4;0;0;-0.5000000000000003;0.8660254037844383;780.0;813.0;85.02;92.2;809.0;86.02666666666666;1;1;1;0
2023-12-01;960.0;77.04;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;12;2023;4;0;0;-2.4492935982947064e-16;1.0;834.0;780.0;80.86;85.02;858.0;80.97333333333334;1;1;1;0
2024-01-01;1208.0;81.71;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;2024;1;1;0;0.4999999999999999;0.8660254037844386;960.0;834.0;77.04;80.86;1000.6666666666666;79.87;0;1;1;0
2024-02-01;1014.0;81.91;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2;2024;1;0;0;0.8660254037844385;0.5000000000000001;1208.0;960.0;81.71;77.04;1060.6666666666667;80.21999999999998;0;1;1;0
2024-03-01;1072.0;87.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3;2024;1;0;0;1.0;6.123233995736766e-17;1014.0;1208.0;81.91;81.71;1098.0;83.54;0;1;1;0
2024-04-01;926.0;86.33;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4;2024;2;0;0;0.8660254037844387;-0.4999999999999997;1072.0;1014.0;87.0;81.91;1004.0;85.08;0;1;1;0
2024-05-01;1023.0;81.11;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;5;2024;2;0;0;0.4999999999999999;-0.8660254037844386;926.0;1072.0;86.33;87.0;1007.0;84.81333333333333;0;1;1;0
2024-06-01;834.0;85.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6;2024;2;0;0;1.2246467991473532e-16;-1.0;1023.0;926.0;81.11;86.33;927.6666666666666;84.14666666666666;0;1;1;0
2024-07-01;778.0;80.84;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7;2024;3;0;0;-0.4999999999999997;-0.8660254037844387;834.0;1023.0;85.0;81.11;878.3333333333334;82.31666666666666;0;1;1;0
2024-08-01;614.0;76.93;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;8;2024;3;0;0;-0.8660254037844383;-0.5000000000000003;778.0;834.0;80.84;85.0;742.0;80.92333333333333;0;1;1;0
2024-09-01;554.0;71.77;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;9;2024;3;0;0;-1.0;-1.8369701987210294e-16;614.0;778.0;76.93;80.84;648.6666666666666;76.51333333333334;0;1;1;0
2024-10-01;523.0;72.81;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;10;2024;4;0;0;-0.8660254037844385;0.5;554.0;614.0;71.77;76.93;563.6666666666666;73.83666666666666;0;1;1;0
2024-11-01;663.0;71.84;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;11;2024;4;0;0;-0.5000000000000003;0.8660254037844383;523.0;554.0;72.81;71.77;580.0;72.14;0;1;1;0
2024-12-01;625.0;74.24;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;12;2024;4;0;0;-2.4492935982947064e-16;1.0;663.0;523.0;71.84;72.81;603.6666666666666;72.96333333333332;0;1;1;0
2025-01-01;662.0;75.67;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;2025;1;1;0;0.4999999999999999;0.8660254037844386;625.0;663.0;74.24;71.84;650.0;73.91666666666667;0;1;1;0
2025-02-01;670.0;72.81;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2;2025;1;0;0;0.8660254037844385;0.5000000000000001;662.0;625.0;75.67;74.24;652.3333333333334;74.24;0;1;1;0
2025-03-01;660.0;70.88;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;3;2025;1;0;0;1.0;6.123233995736766e-17;670.0;662.0;72.81;75.67;664.0;73.12;0;1;1;0
2025-04-01;664.0;73.12;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;2025;2;0;0;0.8660254037844387;-0.4999999999999998;660.0;670.0;70.88;72.81;664.6666666666666;72.27;0;0;0;0
2025-05-01;665.0;71.845;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5;2025;2;0;0;0.4999999999999999;-0.8660254037844387;664.0;660.0;73.12;70.88;663.0;71.94833333333334;0;0;0;0
2025-06-01;660.0;70.88;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;2025;2;0;0;1.2246467991473532e-16;-1.0;665.0;664.0;71.845;73.12;663.0;71.94833333333334;0;0;0;0
2025-07-01;;83.2725879064817;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;2025;3;0;0;-0.4999999999999997;-0.8660254037844388;660.0;665.0;70.88;71.845;;;0;0;0;0
2025-08-01;;81.53203092165076;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8;2025;3;0;0;-0.8660254037844383;-0.5000000000000004;;660.0;;70.88;;;0;0;0;0
2025-09-01;;81.98008224138464;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;9;2025;3;0;0;-1.0;-1.8369701987210297e-16;;;;;;;0;0;0;0
2025-10-01;;82.56770035304307;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;10;2025;4;0;0;-0.8660254037844385;0.5000000000000001;;;;;;;0;0;0;0
2025-11-01;;82.92677298382982;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;11;2025;4;0;0;-0.5000000000000003;0.8660254037844384;;;;;;;0;0;0;0
2025-12-01;;82.70483304515169;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;12;2025;4;0;0;-2.4492935982947064e-16;1.0;;;;;;;0;0;0;0
2026-01-01;;80.6172059827375;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1;2026;1;1;0;0.4999999999999999;0.8660254037844387;;;;;;;0;0;0;0
2026-02-01;;78.4861160978196;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;2026;1;0;0;0.8660254037844385;0.5000000000000001;;;;;;;0;0;0;0
2026-03-01;;77.40554320517506;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3;2026;1;0;0;1.0;6.123233995736766e-17;;;;;;;0;0;0;0
2026-04-01;;78.94539974147145;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4;2026;2;0;0;0.8660254037844387;-0.4999999999999998;;;;;;;0;0;0;0
2026-05-01;;77.02946929089649;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5;2026;2;0;0;0.4999999999999999;-0.8660254037844387;;;;;;;0;0;0;0
2026-06-01;;77.12731985303778;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6;2026;2;0;0;1.2246467991473532e-16;-1.0;;;;;;;0;0;0;0
2026-07-01;;83.67864314469006;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;2026;3;0;0;-0.4999999999999997;-0.8660254037844388;;;;;;;0;0;0;0
2026-08-01;;81.68737929989763;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8;2026;3;0;0;-0.8660254037844383;-0.5000000000000004;;;;;;;0;0;0;0
2026-09-01;;83.06129335687253;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;9;2026;3;0;0;-1.0;-1.8369701987210297e-16;;;;;;;0;0;0;0
2026-10-01;;82.32347751480486;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;10;2026;4;0;0;-0.8660254037844385;0.5000000000000001;;;;;;;0;0;0;0
2026-11-01;;83.44139531583653;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;11;2026;4;0;0;-0.5000000000000003;0.8660254037844384;;;;;;;0;0;0;0
2026-12-01;;81.44406740436006;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;12;2026;4;0;0;-2.4492935982947064e-16;1.0;;;;;;;0;0;0;0
2027-01-01;;78.30534383006794;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1;2027;1;1;0;0.4999999999999999;0.8660254037844387;;;;;;;0;0;0;0
2027-02-01;;81.89198897426469;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2;2027;1;0;0;0.8660254037844385;0.5000000000000001;;;;;;;0;0;0;0
2027-03-01;;80.43624749138215;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3;2027;1;0;0;1.0;6.123233995736766e-17;;;;;;;0;0;0;0
;;76.21549090817604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;78.0281681004357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;76.75508455102592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;83.68549879627004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;85.27935359000466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;83.46753506614061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;85.43478631646228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;81.22167378180184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;79.66093775218442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;79.06505503868449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;81.26229254671634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;80.29357562764643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
